x_mm,y_mm
-8.680090280414459869e+01,1.063118058850770495e+02
-8.734809976236233808e+01,1.061280043009045642e+02
-8.789057430185104636e+01,1.059359774660003808e+02
-8.842817802807981309e+01,1.057356937085485953e+02
-8.896076426669117154e+01,1.055271261562458420e+02
-8.948818817727025987e+01,1.053102527395433725e+02
-9.001030686614608101e+01,1.050850561914159300e+02
-9.052697949813568812e+01,1.048515240436657905e+02
-9.103806740714379941e+01,1.046096486197723010e+02
-9.154343420553183819e+01,1.043594270243001034e+02
-9.204294589216920031e+01,1.041008611288818884e+02
-9.253647095908237930e+01,1.038339575547938267e+02
-9.302388049661747971e+01,1.035587276521443840e+02
-9.350504829703248788e+01,1.032751874756997950e+02
-9.397985095643784348e+01,1.029833577573716781e+02
-9.444816797500295991e+01,1.026832638753951272e+02
-9.490988185534978072e+01,1.023749358202279609e+02
-9.536487819905411811e+01,1.020584081572035444e+02
-9.581304580117705427e+01,1.017337199859732664e+02
-9.625427674275124446e+01,1.014009148967753760e+02
-9.668846648114609366e+01,1.010600409235711510e+02
-9.711551393823960154e+01,1.007111504940897930e+02
-9.753532158632444293e+01,1.003543003768271262e+02
-9.794779553167916220e+01,9.998955162504424266e+01
-9.835284559573447893e+01,9.961696951781541998e+01
-9.875038539376934921e+01,9.923662349817605843e+01
-9.914033241107078709e+01,9.884858710842348728e+01
-9.952260807649452090e+01,9.845293792262640409e+01
-9.989713783336533481e+01,9.804975747639900874e+01
-1.002638512076567849e+02,9.763913119399984453e+01
-1.006226818733935318e+02,9.722114831281591307e+01
-1.009735677152202840e+02,9.679590180529461918e+01
-1.013164508880836223e+02,9.636348829838884456e+01
-1.016512778739758289e+02,9.592400799058056293e+01
-1.019779995356905999e+02,9.547756456655204715e+01
-1.022965711675439167e+02,9.502426510957383243e+01
-1.026069525430148701e+02,9.456422001168077429e+01
-1.029091079592636646e+02,9.409754288170962866e+01
-1.032030062784862281e+02,9.362435045127124056e+01
-1.034886209660675149e+02,9.314476247873496106e+01
-1.037659301254967801e+02,9.265890165130042533e+01
-1.040349165300124383e+02,9.216689348523721037e+01
-1.042955676509443919e+02,9.166886622436982179e+01
-1.045478756827255324e+02,9.116495073689092976e+01
-1.047918375645460287e+02,9.065528041058355768e+01
-1.050274549986267658e+02,9.013999104653585448e+01
-1.052547344650899390e+02,8.961922075143220923e+01
-1.054736872334090094e+02,8.909310982850577432e+01
-1.056843293704206985e+02,8.856180066723833022e+01
-1.058866817448857205e+02,8.802543763189412118e+01
-1.060807700285869402e+02,8.748416694897449020e+01
-1.062666246939562171e+02,8.693813659368261426e+01
-1.064442810082240101e+02,8.638749617548499771e+01
-1.066137790240877763e+02,8.583239682286088623e+01
-1.067751635668987262e+02,8.527299106732778000e+01
-1.069284842183682827e+02,8.470943272683372527e+01
-1.070737952967983233e+02,8.414187678860653818e+01
-1.072111558338424828e+02,8.357047929154988708e+01
-1.073406295478074242e+02,8.299539720827840483e+01
-1.074622848135065141e+02,8.241678832688097600e+01
-1.075761946286797297e+02,8.183481113250455508e+01
-1.076824365769981853e+02,8.124962468884811528e+01
-1.077810927876713265e+02,8.066138851965845902e+01
-1.078722498916806671e+02,8.007026249031798670e+01
-1.079559989746635580e+02,7.947640668961498989e+01
-1.080324355264748561e+02,7.887998131178632377e+01
-1.081016593874565643e+02,7.828114653892218655e+01
-1.081637746914468039e+02,7.768006242382253390e+01
-1.082188898055639896e+02,7.707688877339342071e+01
-1.082671172668022876e+02,7.647178503267188887e+01
-1.083085737154786869e+02,7.586491016956657063e+01
-1.083433798255735638e+02,7.525642256040076461e+01
-1.083716602320085940e+02,7.464647987634454296e+01
-1.083935434549091639e+02,7.403523897082048677e+01
-1.084091618209000814e+02,7.342285576796766122e+01
-1.084186513814858017e+02,7.280948515224756079e+01
-1.084221518285683175e+02,7.219528085927282746e+01
-1.084198064071589442e+02,7.158039536794211699e+01
-1.084117618253413866e+02,7.096497979395957145e+01
-1.083981681615457262e+02,7.034918378481839341e+01
-1.083791787691958177e+02,6.973315541632562997e+01
-1.083549501787939988e+02,6.911704109074531743e+01
-1.083256419975086118e+02,6.850098543663395390e+01
-1.082914168063324780e+02,6.788513121044199750e+01
-1.082524400548825696e+02,6.726961919995395078e+01
-1.082088799539116479e+02,6.665458812963606761e+01
-1.081609073656058371e+02,6.604017456796191254e+01
-1.081086956917429660e+02,6.542651283678200969e+01
-1.080524207597888875e+02,6.481373492280330595e+01
-1.079922607070095637e+02,6.420197039124232674e+01
-1.079283958626793662e+02,6.359134630171299563e+01
-1.078610086284670047e+02,6.298198712641065811e+01
-1.077902833570819894e+02,6.237401467064918137e+01
-1.077164062292657150e+02,6.176754799580776023e+01
-1.076395651292133380e+02,6.116270334474226900e+01
-1.075599495185129939e+02,6.055959406971204828e+01
-1.074777503086903749e+02,5.995833056287383300e+01
-1.073931597324484102e+02,5.935902018938992342e+01
-1.073063712136920032e+02,5.876176722319730317e+01
-1.072175792364292164e+02,5.816667278548039377e+01
-1.071269792126412739e+02,5.757383478589068915e+01
-1.070347673492147749e+02,5.698334786655149031e+01
-1.069411405140295983e+02,5.639530334888538476e+01
-1.068462961012973977e+02,5.580978918329962113e+01
-1.067504318962466385e+02,5.522688990176128954e+01
-1.066537459392492764e+02,5.464668657329374923e+01
-1.065564363894859099e+02,5.406925676242111933e+01
-1.064587013882470643e+02,5.349467449058753488e+01
-1.063607389219667851e+02,5.292301020057377769e+01
-1.062627466850871656e+02,5.235433072393203702e+01
-1.061649219428510662e+02,5.178869925145799158e+01
-1.060674613941221338e+02,5.122617530671585229e+01
-1.059705610343290374e+02,5.066681472262984443e+01
-1.058744160186329140e+02,5.011066962115384626e+01
-1.057792205254164060e+02,4.955778839602731267e+01
-1.056851676201917201e+02,4.900821569862458915e+01
-1.055924491200260604e+02,4.846199242690092035e+01
-1.055012554585820510e+02,4.791915571743714963e+01
-1.054117755518702069e+02,4.737973894058126945e+01
-1.053241966648105290e+02,4.684377169868452739e+01
-1.052387042786997995e+02,4.631127982742552263e+01
-1.051554819596800598e+02,4.578228540021399340e+01
-1.050747112283040252e+02,4.525680673566431977e+01
-1.049965714302913113e+02,4.473485840812434589e+01
-1.049212396085704029e+02,4.421645126124565905e+01
-1.048488903766982361e+02,4.370159242457620508e+01
-1.047796957937499798e+02,4.319028533315547946e+01
-1.047138252407705892e+02,4.268252975009010441e+01
-1.046514452988772348e+02,4.217832179208387089e+01
-1.045927196291027172e+02,4.167765395789631810e+01
-1.045378088540666255e+02,4.118051515969942500e+01
-1.044868704415622602e+02,4.068689075730126348e+01
-1.044400585901428826e+02,4.019676259520252160e+01
-1.043975241167930079e+02,3.971010904244928952e+01
-1.043594143467659876e+02,3.922690503524474792e+01
-1.043258730056697630e+02,3.874712212227849051e+01
-1.042970401138797030e+02,3.827072851273148757e+01
-1.042730518833573257e+02,3.779768912691156402e+01
-1.042540406169499647e+02,3.732796564947327056e+01
-1.042401346102471535e+02,3.686151658517338348e+01
-1.042314580560656907e+02,3.639829731711115812e+01
-1.042281309516346255e+02,3.593826016740153761e+01
-1.042302690085495129e+02,3.548135446022592987e+01
-1.042379835655623310e+02,3.502752658720561385e+01
-1.042513815042733398e+02,3.457672007503895628e+01
-1.042705651677868559e+02,3.412887565534304457e+01
-1.042956322823928019e+02,3.368393133663866479e+01
-1.043266758823328644e+02,3.324182247841504534e+01
-1.043637842377074918e+02,3.280248186721037484e+01
-1.044070407855792268e+02,3.236583979464190008e+01
-1.044565240643234176e+02,3.193182413731790703e+01
-1.045123076512779505e+02,3.150036043856249890e+01
-1.045744601037379056e+02,3.107137199188327870e+01
-1.046430449033419734e+02,3.064477992610992274e+01
-1.047181204038925557e+02,3.022050329213084652e+01
-1.047997397826505619e+02,2.979845915115413391e+01
-1.048879509951427025e+02,2.937856266441679409e+01
-1.049827967335168211e+02,2.896072718426708903e+01
-1.050843143884783473e+02,2.854486434654179305e+01
-1.051925360148382964e+02,2.813088416416051274e+01
-1.053074883007005980e+02,2.771869512185805462e+01
-1.054291925403143892e+02,2.730820427197425460e+01
-1.055576646106133296e+02,2.689931733122144664e+01
-1.056929149514627682e+02,2.649193877834747113e+01
-1.058349485496315481e+02,2.608597195261246426e+01
-1.059837649265033974e+02,2.568131915299688828e+01
-1.061393581295402413e+02,2.527788173805723204e+01
-1.063017167275063883e+02,2.487556022634653274e+01
-1.064708238094605974e+02,2.447425439731522800e+01
-1.066466569875198473e+02,2.407386339260859032e+01
-1.068291884033963726e+02,2.367428581767558171e+01
-1.070183847387063025e+02,2.327541984360544802e+01
-1.072142072290457548e+02,2.287716330910657447e+01
-1.074166116818280727e+02,2.247941382254317944e+01
-1.076255484978718471e+02,2.208206886394527046e+01
-1.078409626967286101e+02,2.168502588690657973e+01
-1.080627939457342563e+02,2.128818242028694740e+01
-1.082909765927674499e+02,2.089143616963427874e+01
-1.085254397026940865e+02,2.049468511824220940e+01
-1.087661070974756683e+02,2.009782762776044862e+01
-1.090128973999156159e+02,1.970076253827372881e+01
-1.092657240810154633e+02,1.930338926776772723e+01
-1.095244955109100999e+02,1.890560791089928827e+01
-1.097891150133494733e+02,1.850731933698964582e+01
-1.100594809236893497e+02,1.810842528716011657e+01
-1.103354866503550227e+02,1.770882847052973119e+01
-1.106170207397345564e+02,1.730843265939633469e+01
-1.109039669444603788e+02,1.690714278332232468e+01
-1.111962042950317482e+02,1.650486502204807593e+01
-1.114936071747315509e+02,1.610150689715615258e+01
-1.117960453977849085e+02,1.569697736241167263e+01
-1.121033842907083766e+02,1.529118689270428533e+01
-1.124154847767937895e+02,1.488404757151877789e+01
-1.127322034636687107e+02,1.447547317686288260e+01
-1.130533927338750999e+02,1.406537926558116780e+01
-1.133789008384031689e+02,1.365368325598681842e+01
-1.137085719931168768e+02,1.324030450874288789e+01
-1.140422464780046852e+02,1.282516440592703155e+01
-1.143797607391879154e+02,1.240818642821529671e+01
-1.147209474936160944e+02,1.198929623012096002e+01
-1.150656358363772256e+02,1.156842171322792368e+01
-1.154136513505493014e+02,1.114549309735801152e+01
-1.157648162195169448e+02,1.072044298961416153e+01
-1.161189493416757159e+02,1.029320645124342626e+01
-1.164758664474446590e+02,9.863721062264254158e+00
-1.168353802185064865e+02,9.431926983806386389e+00
-1.171973004091918114e+02,8.997767018111462178e+00
-1.175614339699243232e+02,8.561186666146094026e+00
-1.179275851726409883e+02,8.122134182779433331e+00
-1.182955557380998783e+02,7.680560629481250068e+00
-1.186651449649868937e+02,7.236419924496645173e+00
-1.190361498607327491e+02,6.789668890456789896e+00
-1.194083652739483199e+02,6.340267299387019939e+00
-1.197815840283860069e+02,5.888177915074741975e+00
-1.201555970583350046e+02,5.433366532763668211e+00
-1.205301935453546065e+02,4.975802016141120276e+00
-1.209051610562520125e+02,4.515456331588524996e+00
-1.212802856822061557e+02,4.052304579667327822e+00
-1.216553521789437156e+02,3.586325023813903279e+00
-1.220301441078660361e+02,3.117499116220985300e+00
-1.224044439780313382e+02,2.645811520883746493e+00
-1.227780333888913589e+02,2.171250133791906567e+00
-1.231506931736838908e+02,1.693806100251638025e+00
-1.235222035433802574e+02,1.213473829322269548e+00
-1.238923442310879039e+02,7.302510053570347992e-01
-1.242608946368070946e+02,2.441385966375214933e-01
-1.246276339724398241e+02,-2.448591389046436695e-01
-1.249923414069513683e+02,-7.367346508844944131e-01
-1.253547962115813874e+02,-1.231477096580088304e+00
-1.257147779050041976e+02,-1.729072343969352721e+00
-1.260720663983361192e+02,-2.229502977684762133e+00
-1.264264421398894171e+02,-2.732748307880822125e+00
-1.267776862595711265e+02,-3.238784382008068619e+00
-1.271255807128260642e+02,-3.747583999482996919e+00
-1.274699084240236999e+02,-4.259116729242899524e+00
-1.278104534291887262e+02,-4.773348930171171567e+00
-1.281470010179753274e+02,-5.290243774376244268e+00
-1.284793378747866370e+02,-5.809761273306186524e+00
-1.288072522189409312e+02,-6.331858306676675596e+00
-1.291305339437857924e+02,-6.856488654189707432e+00
-1.294489747546646470e+02,-7.383603030017100721e+00
-1.297623683056382902e+02,-7.913149120020484872e+00
-1.300705103348675209e+02,-8.445071621678495788e+00
-1.303731987985603666e+02,-8.979312286687502365e+00
-1.306702340033931762e+02,-9.515809966202326109e+00
-1.309614187373116465e+02,-1.005450065867943010e+01
-1.312465583986214313e+02,-1.059531756028463789e+01
-1.315254611232785464e+02,-1.113819111782326488e+01
-1.317979379102908695e+02,-1.168304908415050036e+01
-1.320638027451446703e+02,-1.222981657601671479e+01
-1.323228727211681246e+02,-1.277841613430020828e+01
-1.325749681587510338e+02,-1.332876778657949934e+01
-1.328199127223348910e+02,-1.388078911199277243e+01
-1.330575335350948194e+02,-1.443439530833279072e+01
-1.332876612912318706e+02,-1.498949926132213761e+01
-1.335101303658003644e+02,-1.554601161601219061e+01
-1.337247789219922822e+02,-1.610384085024841738e+01
-1.339314490158061801e+02,-1.666289335014092643e+01
-1.341299866980281195e+02,-1.722307348747974132e+01
-1.343202421134539293e+02,-1.778428369903073047e+01
-1.345020695972857254e+02,-1.834642456764866125e+01
-1.346753277686355830e+02,-1.890939490513970611e+01
-1.348398796210729245e+02,-1.947309183680678402e+01
-1.349955926101531531e+02,-2.003741088760817135e+01
-1.351423387378686982e+02,-2.060224606985881479e+01
-1.352799946339641508e+02,-2.116748997240333097e+01
-1.354084416340606367e+02,-2.173303385118660103e+01
-1.355275658545365616e+02,-2.229876772114868899e+01
-1.356372582641139388e+02,-2.286458044936848211e+01
-1.357374147521022110e+02,-2.343035984937936078e+01
-1.358279361932536062e+02,-2.399599277658052898e+01
-1.359087285091873412e+02,-2.456136522466452021e+01
-1.359797027263404061e+02,-2.512636242298241385e+01
-1.360407750304081276e+02,-2.569086893476674049e+01
-1.360918668172375305e+02,-2.625476875613080452e+01
-1.361329047401409866e+02,-2.681794541576408974e+01
-1.361638207535983724e+02,-2.738028207524018853e+01
-1.361845521533210785e+02,-2.794166162985593616e+01
-1.361950416126508685e+02,-2.850196680991759735e+01
-1.361952372152720443e+02,-2.906108028239174601e+01
-1.361850924842153745e+02,-2.961888475283544864e+01
-1.361645664071375563e+02,-3.017526306752276000e+01
-1.361336234578602671e+02,-3.073009831568244721e+01
-1.360922336141573794e+02,-3.128327393176220639e+01
-1.360403723717799664e+02,-3.183467379763548522e+01
-1.359780207547135262e+02,-3.238418234466503520e+01
-1.359051653216619400e+02,-3.293168465553916491e+01
-1.358217981687579368e+02,-3.347706656579602935e+01
-1.357279169285005764e+02,-3.402021476495100671e+01
-1.356235247649241558e+02,-3.456101689714394354e+01
-1.355086303650051605e+02,-3.509936166122112411e+01
-1.353832479263166704e+02,-3.563513891016926038e+01
-1.352473971409419562e+02,-3.616823974981818424e+01
-1.351011031756629848e+02,-3.669855663672932167e+01
-1.349443966484396924e+02,-3.722598347518862028e+01
-1.347773136012017687e+02,-3.775041571322164202e+01
-1.345998954689743812e+02,-3.827175043755066497e+01
-1.344121890453636468e+02,-3.878988646741350266e+01
-1.342142464444299037e+02,-3.930472444716559721e+01
-1.340061250589786255e+02,-3.981616693758598302e+01
-1.337878875153029128e+02,-4.032411850581085133e+01
-1.335596016244119539e+02,-4.082848581381798425e+01
-1.333213403297847606e+02,-4.132917770538657010e+01
-1.330731816516883157e+02,-4.182610529145929945e+01
-1.328152086281040170e+02,-4.231918203383251154e+01
-1.325475092523077194e+02,-4.280832382710376294e+01
-1.322701764071503021e+02,-4.329344907880619786e+01
-1.319833077960896048e+02,-4.377447878766027856e+01
-1.316870058710254341e+02,-4.425133661987637623e+01
-1.313813777569926060e+02,-4.472394898344093406e+01
-1.310665351737688127e+02,-4.519224510032250919e+01
-1.307425943544556048e+02,-4.565615707653435607e+01
-1.304096759610948482e+02,-4.611561996999212454e+01
-1.300679049973819019e+02,-4.657057185610752725e+01
-1.297174107185429079e+02,-4.702095389105937073e+01
-1.293583265384412186e+02,-4.746671037268613702e+01
-1.289907899339839616e+02,-4.790778879894563147e+01
-1.286149423468978625e+02,-4.834413992388970627e+01
-1.282309290829489044e+02,-4.877571781110263771e+01
-1.278388992086787113e+02,-4.920247988455525956e+01
-1.274390054457355319e+02,-4.962438697682789268e+01
-1.270314040628762911e+02,-5.004140337465736366e+01
-1.266162547657201856e+02,-5.045349686176616899e+01
-1.261937205843347698e+02,-5.086063875893255926e+01
-1.257639677587365270e+02,-5.126280396126362859e+01
-1.253271656223908082e+02,-5.165997097263543480e+01
-1.248834864837957781e+02,-5.205212193726579528e+01
-1.244331055062369416e+02,-5.243924266838851622e+01
-1.239762005858006404e+02,-5.282132267399907732e+01
-1.235129522277352692e+02,-5.319835517964501292e+01
-1.230435434212502628e+02,-5.357033714823596426e+01
-1.225681595128438062e+02,-5.393726929685040261e+01
-1.220869880782520198e+02,-5.429915611051997359e+01
-1.216002187931117788e+02,-5.465600585297207203e+01
-1.211080433024317955e+02,-5.500783057431638667e+01
-1.206106550889661122e+02,-5.535464611566153081e+01
-1.201082493405851324e+02,-5.569647211065187520e+01
-1.196010228167402403e+02,-5.603333198391528214e+01
-1.190891737141190561e+02,-5.636525294641688077e+01
-1.185729015315870072e+02,-5.669226598771486891e+01
-1.180524069345136837e+02,-5.701440586511741770e+01
-1.175278916185803126e+02,-5.733171108974251240e+01
-1.169995581731683103e+02,-5.764422390948430319e+01
-1.164676099444244954e+02,-5.795199028889222603e+01
-1.159322508981029785e+02,-5.825505988597203100e+01
-1.153936854822817679e+02,-5.855348602591961082e+01
-1.148521184900506853e+02,-5.884732567180162022e+01
-1.143077549222714708e+02,-5.913663939219862442e+01
-1.137607998505049807e+02,-5.942149132582920146e+01
-1.132114582802060028e+02,-5.970194914317665535e+01
-1.126599350142807623e+02,-5.997808400514019667e+01
-1.121064345171053134e+02,-6.024997051873795328e+01
-1.115511607791012381e+02,-6.051768668988825794e+01
-1.109943171819642345e+02,-6.078131387330053315e+01
-1.104361063646415602e+02,-6.104093671950778344e+01
-1.098767300901521367e+02,-6.129664311907646379e+01
-1.093163891133444992e+02,-6.154852414402984095e+01
-1.087552830496845928e+02,-6.179667398652510002e+01
-1.081936102451667239e+02,-6.204118989482567059e+01
-1.076315676474383451e+02,-6.228217210661227909e+01
-1.070693506782290711e+02,-6.251972377967935302e+01
-1.065071531071733375e+02,-6.275395092006402820e+01
-1.059451669271153236e+02,-6.298496230765897508e+01
-1.053835822309819861e+02,-6.321286941936033088e+01
-1.048225870903108330e+02,-6.343778634980540687e+01
-1.042623674355161825e+02,-6.365982972975685783e+01
-1.037031069379771537e+02,-6.387911864219046976e+01
-1.031449868940288752e+02,-6.409577453614734566e+01
-1.025881861109363200e+02,-6.430992113841212188e+01
-1.020328807949308896e+02,-6.452168436308103594e+01
-1.014792444413834716e+02,-6.473119221908494580e+01
-1.009274477271928134e+02,-6.493857471573491580e+01
-1.003776584054594281e+02,-6.514396376635868080e+01
-9.983004120251892743e+01,-6.534749309009858109e+01
-9.928475771740244227e+01,-6.554929811194296008e+01
-9.874196632379440075e+01,-6.574951586106446655e+01
-9.820182207455162882e+01,-6.594828486753986851e+01
-9.766447660884847437e+01,-6.614574505752783296e+01
-9.713007806201069627e+01,-6.634203764698239070e+01
-9.659877097809616942e+01,-6.653730503398067242e+01
-9.607069622528221942e+01,-6.673169068974500817e+01
-9.554599091411363077e+01,-6.692533904844076176e+01
-9.502478831866586972e+01,-6.711839539583223768e+01
-9.450721780067416944e+01,-6.731100575687950993e+01
-9.399340473667712104e+01,-6.750331678236132404e+01
-9.348347044822246232e+01,-6.769547563460839967e+01
-9.297753213517837878e+01,-6.788762987243366354e+01
-9.247570281219280730e+01,-6.807992733534625529e+01
-9.197809124834027728e+01,-6.827251602713631939e+01
-9.148480190999323725e+01,-6.846554399891964238e+01
-9.099593490695268372e+01,-6.865915923172974544e+01
-9.051158594187087658e+01,-6.885350951874775660e+01
-9.003184626299517390e+01,-6.904874234725892279e+01
-8.955680262026038463e+01,-6.924500478042628515e+01
-8.908653722475487768e+01,-6.944244333897162846e+01
-8.862112771158274427e+01,-6.964120388285445529e+01
-8.816064710614064381e+01,-6.984143149303976372e+01
-8.770516379382794980e+01,-7.004327035344508090e+01
-8.725474149320342576e+01,-7.024686363315839799e+01
-8.680943923260142014e+01,-7.045235336901706091e+01
-8.636931133021626295e+01,-7.065988034863866574e+01
-8.593440737766213999e+01,-7.086958399399476605e+01
-8.550477222701270819e+01,-7.108160224561713392e+01
-8.508044598132119063e+01,-7.129607144752712600e+01
-8.466146398862157696e+01,-7.151312623297729942e+01
-8.424785683940584136e+01,-7.173289941109464962e+01
-8.383965036757220446e+01,-7.195552185451383309e+01
-8.343686565483477580e+01,-7.218112238808893721e+01
-8.303951903858447281e+01,-7.240982767877041226e+01
-8.264762212318625245e+01,-7.264176212673426392e+01
-8.226118179469709446e+01,-7.287704775784932565e+01
-8.188020023898610589e+01,-7.311580411756733611e+01
-8.150467496323392425e+01,-7.335814816632004920e+01
-8.113459882078976193e+01,-7.360419417650645357e+01
-8.076996003935792601e+01,-7.385405363115181387e+01
-8.041074225248623009e+01,-7.410783512431993358e+01
-8.005692453432460809e+01,-7.436564426335749545e+01
-7.970848143762037807e+01,-7.462758357305006029e+01
-7.936538303491462898e+01,-7.489375240176575232e+01
-7.902759496290128993e+01,-7.516424682966302839e+01
-7.869507846990811117e+01,-7.543915957903681146e+01
-7.836779046645732194e+01,-7.571857992687559147e+01
-7.804568357886030583e+01,-7.600259361970131522e+01
-7.772870620579955414e+01,-7.629128279076107333e+01
-7.741680257784835817e+01,-7.658472587963950673e+01
-7.710991281987676871e+01,-7.688299755435737382e+01
-7.680797301628999207e+01,-7.718616863602187550e+01
-7.651091527904424083e+01,-7.749430602609079699e+01
-7.621866781838171789e+01,-7.780747263631162980e+01
-7.593115501622584418e+01,-7.812572732139497589e+01
-7.564829750217498372e+01,-7.844912481447892105e+01
-7.537001223203125733e+01,-7.877771566543981407e+01
-7.509621256879975704e+01,-7.911154618210224498e+01
-7.482680836609121400e+01,-7.945065837439940992e+01
-7.456170605385946715e+01,-7.979508990153257741e+01
-7.430080872640378686e+01,-8.014487402217602607e+01
-7.404401623256434561e+01,-8.050003954777295689e+01
-7.379122526803726601e+01,-8.086061079896312265e+01
-7.354232946973516505e+01,-8.122660756518340008e+01
-7.329721951211638498e+01,-8.159804506747829578e+01
-7.305578320540608672e+01,-8.197493392455577066e+01
-7.281790559562963949e+01,-8.235728012212167926e+01
-7.258346906637930829e+01,-8.274508498552283697e+01
-7.235235344223224274e+01,-8.313834515572732187e+01
-7.212443609373808329e+01,-8.353705256866710727e+01
-7.189959204389218428e+01,-8.394119443796748214e+01
-7.167769407601116427e+01,-8.435075324108171912e+01
-7.145861284292489302e+01,-8.476570670885196535e+01
-7.124221697739855585e+01,-8.518602781851015493e+01
-7.102837320369930296e+01,-8.561168479013204546e+01
-7.081694645021843826e+01,-8.604264108655685561e+01
-7.060779996306196438e+01,-8.647885541677771926e+01
-7.040079542052059480e+01,-8.692028174281121267e+01
-7.019579304832922162e+01,-8.736686929004713420e+01
-6.999265173562773157e+01,-8.781856256107892023e+01
-6.979122915153095619e+01,-8.827530135301360303e+01
-6.959138186221974820e+01,-8.873702077825461743e+01
-6.939296544846045833e+01,-8.920365128875178584e+01
-6.919583462346344049e+01,-8.967511870370773863e+01
-6.899984335098930899e+01,-9.015134424072684283e+01
-6.880484496361185620e+01,-9.063224455039453176e+01
-6.861069228104722129e+01,-9.111773175426559135e+01
-6.841723772845811880e+01,-9.160771348624383847e+01
-6.822433345464281729e+01,-9.210209293732958713e+01
-6.803183145001891319e+01,-9.260076890370781655e+01
-6.783958366431114939e+01,-9.310363583815272648e+01
-6.764744212385467392e+01,-9.361058390471397672e+01
-6.745525904842361342e+01,-9.412149903665516604e+01
-6.726288696749703888e+01,-9.463626299760782956e+01
-6.707017883587444373e+01,-9.515475344590231543e+01
-6.687698814855252749e+01,-9.567684400203710027e+01
-6.668316905477753664e+01,-9.620240431924337088e+01
-6.648857647118717296e+01,-9.673130015709845964e+01
-6.629306619395633504e+01,-9.726339345814383819e+01
-6.609649500986409976e+01,-9.779854242745511783e+01
-6.589872080619709038e+01,-9.833660161511423325e+01
-6.569960267940852816e+01,-9.887742200152980843e+01
-6.549900104245175214e+01,-9.942085108554734063e+01
-6.529677773070781654e+01,-9.996673297529461877e+01
-6.509279610642961700e+01,-1.005149084816978444e+02
-6.488692116162441437e+01,-1.010652152146095091e+02
-6.467901961929909760e+01,-1.016174876814815065e+02
-6.446896003299443123e+01,-1.021715573885170301e+02
-6.425661288453359532e+01,-1.027272529442346922e+02
-6.404185067991538460e+01,-1.032844001653718919e+02
-6.382454804328053655e+01,-1.038428221850578126e+02
-6.360458180888350910e+01,-1.044023395631815703e+02
-6.338183111100332923e+01,-1.049627703988781064e+02
-6.315617747172736074e+01,-1.055239304450581699e+02
-6.292750488654627361e+01,-1.060856332248998086e+02
-6.269569990769746681e+01,-1.066476901502235677e+02
-6.246065172519799802e+01,-1.072099106416693672e+02
-6.222225224550967937e+01,-1.077721022505892989e+02
-6.198039616777950300e+01,-1.083340707825757363e+02
-6.173498105760314303e+01,-1.088956204225344919e+02
-6.148590741825831429e+01,-1.094565538612190636e+02
-6.123307875935918787e+01,-1.100166724231364981e+02
-6.097640166288443453e+01,-1.105757761957335248e+02
-6.071578584653248356e+01,-1.111336641597763446e+02
-6.045114422436192569e+01,-1.116901343208278661e+02
-6.018239296467497468e+01,-1.122449838417335712e+02
-5.990945154510525583e+01,-1.127980091760209405e+02
-5.963224280487430917e+01,-1.133490062021176357e+02
-5.935069299418046995e+01,-1.138977703582958441e+02
-5.906473182069036199e+01,-1.144440967782441732e+02
-5.877429249310133486e+01,-1.149877804271738739e+02
-5.847931176174834178e+01,-1.155286162383613657e+02
-5.817972995623050281e+01,-1.160663992500291357e+02
-5.787549102003386992e+01,-1.166009247424694024e+02
-5.756654254213020749e+01,-1.171319883753119626e+02
-5.725283578553510466e+01,-1.176593863248369729e+02
-5.693432571280801824e+01,-1.181829154212377802e+02
-5.661097100848304109e+01,-1.187023732857312268e+02
-5.628273409841854402e+01,-1.192175584674211279e+02
-5.594958116605769050e+01,-1.197282705798148044e+02
-5.561148216559530510e+01,-1.202343104368940914e+02
-5.526841083204539018e+01,-1.207354801886450844e+02
-5.492034468821140791e+01,-1.212315834559465770e+02
-5.456726504855828352e+01,-1.217224254647220363e+02
-5.420915701999143721e+01,-1.222078131792575704e+02
-5.384600949954990767e+01,-1.226875554345884183e+02
-5.347781516902030319e+01,-1.231614630678609785e+02
-5.310457048648563472e+01,-1.236293490485718536e+02
-5.272627567482023636e+01,-1.240910286075923352e+02
-5.234293470714825247e+01,-1.245463193648839564e+02
-5.195455528928432898e+01,-1.249950414558104654e+02
-5.156114883917567937e+01,-1.254370176559577033e+02
-5.116273046337116881e+01,-1.258720735043672363e+02
-5.075931893054043087e+01,-1.263000374250960505e+02
-5.035093664207198572e+01,-1.267207408470130048e+02
-4.993760959978113334e+01,-1.271340183217434543e+02
-4.951936737075767780e+01,-1.275397076396778573e+02
-4.909624304939062256e+01,-1.279376499439568562e+02
-4.866827321660444028e+01,-1.283276898423516457e+02
-4.823549789634631679e+01,-1.287096755169555706e+02
-4.779796050936672458e+01,-1.290834588316068618e+02
-4.735570782433364201e+01,-1.294488954369643352e+02
-4.690878990632859313e+01,-1.298058448731563885e+02
-4.645726006276922959e+01,-1.301541706699299823e+02
-4.600117478680833472e+01,-1.304937404442233628e+02
-4.554059369826167369e+01,-1.308244259950913886e+02
-4.507557948211468357e+01,-1.311461033959127747e+02
-4.460619782466620364e+01,-1.314586530838099634e+02
-4.413251734736313381e+01,-1.317619599462159954e+02
-4.365460953838536540e+01,-1.320559134045232099e+02
-4.317254868204228302e+01,-1.323404074947507070e+02
