x_mm,y_mm
-4.268641178604030273e+01,-1.326153409451708853e+02
-4.219627850668615565e+01,-1.328806172508363090e+02
-4.170223107209167779e+01,-1.331361447449499735e+02
-4.120435420344399802e+01,-1.333818366670266471e+02
-4.070273503441217144e+01,-1.336176112277914285e+02
-4.019746302875701360e+01,-1.338433916707678861e+02
-3.968862989621574400e+01,-1.340591063305079444e+02
-3.917632950673459646e+01,-1.342646886874182712e+02
-3.866065780311971167e+01,-1.344600774191421237e+02
-3.814171271218430093e+01,-1.346452164484553009e+02
-3.761959405446435767e+01,-1.348200549876401908e+02
-3.709440345258094140e+01,-1.349845475793022160e+02
-3.656624423832759163e+01,-1.351386541335960487e+02
-3.603522135855834563e+01,-1.352823399618327755e+02
-3.550144127995951493e+01,-1.354155758064398185e+02
-3.496501189278209409e+01,-1.355383378672494530e+02
-3.442604241361707551e+01,-1.356506078240937825e+02
-3.388464328729646269e+01,-1.357523728556867013e+02
-3.334092608799903701e+01,-1.358436256547763037e+02
-3.279500341964738652e+01,-1.359243644395532726e+02
-3.224698881567636732e+01,-1.359945929613043347e+02
-3.169699663825772262e+01,-1.360543205083017710e+02
-3.114514197706629517e+01,-1.361035619059227031e+02
-3.059154054766892727e+01,-1.361423375129955673e+02
-3.003630858962424455e+01,-1.361706732143724992e+02
-2.947956276437489009e+01,-1.361886004097296166e+02
-2.892142005301828434e+01,-1.361961559986008012e+02
-2.836199765404174755e+01,-1.361933823616514303e+02
-2.780141288110371178e+01,-1.361803273382030000e+02
-2.723978306094933544e+01,-1.361570442000212893e+02
-2.667722543154169301e+01,-1.361235916213831274e+02
-2.611385704049410350e+01,-1.360800336454410626e+02
-2.554979464388848243e+01,-1.360264396469056294e+02
-2.498515460556088996e+01,-1.359628842910694857e+02
-2.442005279693850994e+01,-1.358894474891995117e+02
-2.385460449751174039e+01,-1.358062143503254049e+02
-2.328892429602013792e+01,-1.357132751294560649e+02
-2.272312599243738873e+01,-1.356107251722584408e+02
-2.215732250083259558e+01,-1.354986648562341145e+02
-2.159162575318902100e+01,-1.353771995284339482e+02
-2.102614660426041127e+01,-1.352464394397509579e+02
-2.046099473753997700e+01,-1.351064996758368579e+02
-1.989627857242274800e+01,-1.349575000846872399e+02
-1.933210517263431427e+01,-1.347995652009453806e+02
-1.876858015600229024e+01,-1.346328241669747285e+02
-1.820580760564548939e+01,-1.344574106507549800e+02
-1.764388998265047448e+01,-1.342734627606558035e+02
-1.708292804031063383e+01,-1.340811229571479828e+02
-1.652302073999473464e+01,-1.338805379615111235e+02
-1.596426516871499857e+01,-1.336718586616003108e+02
-1.540675645846333630e+01,-1.334552400147376545e+02
-1.485058770737832923e+01,-1.332308409477929274e+02
-1.429584990281126089e+01,-1.329988242545248625e+02
-1.374263184635065649e+01,-1.327593564902510082e+02
-1.319102008086786348e+01,-1.325126078639205502e+02
-1.264109881964434834e+01,-1.322587521276639677e+02
-1.209294987763535190e+01,-1.319979664638955796e+02
-1.154665260492967960e+01,-1.317304313700473131e+02
-1.100228382245666481e+01,-1.314563305410135285e+02
-1.045991775999393525e+01,-1.311758507493874788e+02
-9.919625996527667411e+00,-1.308891817235740405e+02
-9.381477403010796579e+00,-1.305965160238614260e+02
-8.845538087569355667e+00,-1.302980489165392726e+02
-8.311871343198573570e+00,-1.299939782461499931e+02
-7.780537597992331023e+00,-1.296845043059615250e+02
-7.251594367947753028e+00,-1.293698297067534781e+02
-6.725096212380199390e+00,-1.290501592440053003e+02
-6.201094691988478402e+00,-1.287256997635814741e+02
-5.679638329601381486e+00,-1.283966600260055202e+02
-5.160772573638539917e+00,-1.280632505694179031e+02
-4.644539764316360397e+00,-1.277256835713139793e+02
-4.130979102624293020e+00,-1.273841727091574114e+02
-3.620126622097670221e+00,-1.270389330199662226e+02
-3.112015163411141483e+00,-1.266901807589710387e+02
-2.606674351810387869e+00,-1.263381332574417115e+02
-2.104130577403837243e+00,-1.259830087797838587e+02
-1.604406978327455491e+00,-1.256250263800035043e+02
-1.107523426797359489e+00,-1.252644057576400911e+02
-6.134965180626371639e-01,-1.249013671132702967e+02
-1.223395622644360275e-01,-1.245361310036805662e+02
3.659374207887690633e-01,-1.241689181968123421e+02
8.513277039283831948e-01,-1.237999495265795673e+02
1.333827852012453574e+00,-1.234294457476600400e+02
1.813437718391502251e+00,-1.230576273903635780e+02
2.290160438459118541e+00,-1.226847146156753041e+02
2.764002420289391360e+00,-1.223109270705791118e+02
3.234973332371595678e+00,-1.219364837437588704e+02
3.703086088451117419e+00,-1.215616028217801698e+02
4.168356829487980697e+00,-1.211865015458530053e+02
4.630804902750397467e+00,-1.208113960692735702e+02
5.090452838057275109e+00,-1.204365013156475328e+02
5.547326321191730969e+00,-1.200620308379908749e+02
6.001454164506281330e+00,-1.196881966788080973e+02
6.452868274742686872e+00,-1.193152092312459729e+02
6.901603618095332848e+00,-1.189432771014174790e+02
7.347698182543553891e+00,-1.185726069719944320e+02
7.791192937486272285e+00,-1.182034034671621470e+02
8.232131790710795372e+00,-1.178358690190299569e+02
8.670561542730004234e+00,-1.174702037355929178e+02
9.106531838527640588e+00,-1.171066052703332332e+02
9.540095116748119608e+00,-1.167452686935551327e+02
9.971306556374859298e+00,-1.163863863655406305e+02
1.040022402093965503e+01,-1.160301478116148957e+02
1.082690800030767875e+01,-1.156767395992089007e+02
1.125142155008810008e+01,-1.153263452170022987e+02
1.167383022871694287e+01,-1.149791449562336254e+02
1.209420203226590829e+01,-1.146353157942564422e+02
1.251260732702960787e+01,-1.142950312804248796e+02
1.292911877994532333e+01,-1.139584614243861864e+02
1.334381128690399443e+01,-1.136257725868574653e+02
1.375676189901010105e+01,-1.132971273729618105e+02
1.416804974684995777e+01,-1.129726845281988545e+02
1.457775596283256370e+01,-1.126525988371184894e+02
1.498596360166392394e+01,-1.123370210247707064e+02
1.539275755902217035e+01,-1.120260976609965837e+02
1.579822448849922090e+01,-1.117199710676272133e+02
1.620245271687606348e+01,-1.114187792286544152e+02
1.660553215780344871e+01,-1.111226557034332103e+02
1.700755422395597094e+01,-1.108317295429768734e+02
1.740861173773393489e+01,-1.105461252094001878e+02
1.780879884058529328e+01,-1.102659624985659690e+02
1.820821090102131379e+01,-1.099913564659879768e+02
1.860694442140367144e+01,-1.097224173560384628e+02
1.900509694357695523e+01,-1.094592505345101756e+02
1.940276695342636870e+01,-1.092019564245760392e+02
1.980005378443825848e+01,-1.089506304461899902e+02
2.019705752034199620e+01,-1.087053629589702410e+02
2.059387889691557660e+01,-1.084662392086006690e+02
2.099061920303321926e+01,-1.082333392767874898e+02
2.138738018103877536e+01,-1.080067380348027086e+02
2.178426392652629318e+01,-1.077865051006446038e+02
2.218137278760953279e+01,-1.075727047998433648e+02
2.257880926376605046e+01,-1.073653961299357604e+02
2.297667590433660934e+01,-1.071646327286318865e+02
2.337507520676638961e+01,-1.069704628456931061e+02
2.377410951467117783e+01,-1.067829293185378390e+02
2.417388091581233311e+01,-1.066020695515905601e+02
2.457449114006726276e+01,-1.064279154993835874e+02
2.497604145747754956e+01,-1.062604936534226994e+02
2.537863257646171178e+01,-1.060998250328209309e+02
2.578236454227640095e+01,-1.059459251787048260e+02
2.618733663580963267e+01,-1.057988041523939557e+02
2.659364727279290008e+01,-1.056584665373511172e+02
2.700139390351338875e+01,-1.055249114448992600e+02
2.741067291311251708e+01,-1.053981325236971003e+02
2.782157952255331423e+01,-1.052781179729637415e+02
2.823420769033878841e+01,-1.051648505594396994e+02
2.864865001506540310e+01,-1.050583076380683138e+02
2.906499763889277688e+01,-1.049584611763802116e+02
2.948334015200984481e+01,-1.048652777825594882e+02
2.990376549818042307e+01,-1.047787187371686457e+02
3.032635988144504680e+01,-1.046987400285061796e+02
3.075120767406050248e+01,-1.046252923915685784e+02
3.117839132575384653e+01,-1.045583213505848477e+02
3.160799127436729705e+01,-1.044977672650910137e+02
3.204008585797227937e+01,-1.044435653795075609e+02
3.247475122852468843e+01,-1.043956458761817174e+02
3.291206126713746016e+01,-1.043539339318530210e+02
3.335208750104243336e+01,-1.043183497774992645e+02
3.379489902231129150e+01,-1.042888087615161226e+02
3.424056240840855025e+01,-1.042652214161829676e+02
3.468914164464195693e+01,-1.042474935273637726e+02
3.514069804858000623e+01,-1.042355262073902793e+02
3.559529019650136661e+01,-1.042292159710726054e+02
3.605297385193934900e+01,-1.042284548147797665e+02
3.651380189638638996e+01,-1.042331302985305115e+02
3.697782426221657204e+01,-1.042431256310330809e+02
3.744508786788792776e+01,-1.042583197576103515e+02
3.791563655548100087e+01,-1.042785874509443431e+02
3.838951103062819215e+01,-1.043037994045725156e+02
3.886674880489069750e+01,-1.043338223290669760e+02
3.934738414063152590e+01,-1.043685190508238634e+02
3.983144799843761064e+01,-1.044077486133911208e+02
4.031896798713781749e+01,-1.044513663812583957e+02
4.080996831646222489e+01,-1.044992241460334554e+02
4.130446975238900365e+01,-1.045511702349258485e+02
4.180248957521822462e+01,-1.046070496214585575e+02
4.230404154041466569e+01,-1.046667040383259604e+02
4.280913584225667989e+01,-1.047299720923149948e+02
4.331777908032557889e+01,-1.047966893812056384e+02
4.382997422887081740e+01,-1.048666886125645874e+02
4.434572060908136848e+01,-1.049397997243454768e+02
4.486501386429074500e+01,-1.050158500072073480e+02
4.538784593814548884e+01,-1.050946642284624062e+02
4.591420505575761268e+01,-1.051760647575620311e+02
4.644407570786619033e+01,-1.052598716930303482e+02
4.697743863802631381e+01,-1.053459029907527338e+02
4.751427083284168873e+01,-1.054339745935256900e+02
4.805454551525852480e+01,-1.055239005617748660e+02
4.859823214092985211e+01,-1.056154932053456008e+02
4.914529639766315228e+01,-1.057085632162712159e+02
4.969570020795789844e+01,-1.058029198024227782e+02
5.024940173463695459e+01,-1.058983708219437005e+02
5.080635538957756836e+01,-1.059947229183721760e+02
5.136651184553905836e+01,-1.060917816563543710e+02
5.192981805108751558e+01,-1.061893516578499259e+02
5.249621724861260930e+01,-1.062872367387331707e+02
5.306564899542745195e+01,-1.063852400456900398e+02
5.363804918794587451e+01,-1.064831641933144368e+02
5.421335008892125984e+01,-1.065808114013043308e+02
5.479148035773573611e+01,-1.066779836316599841e+02
5.537236508372202337e+01,-1.067744827257867115e+02
5.595592582249724245e+01,-1.068701105414028518e+02
5.654208063529102191e+01,-1.069646690891575105e+02
5.713074413123920436e+01,-1.070579606688583709e+02
5.772182751262116085e+01,-1.071497880052147877e+02
5.831523862301013850e+01,-1.072399543829984054e+02
5.891088199830474537e+01,-1.073282637815261182e+02
5.950865892061150930e+01,-1.074145210083699027e+02
6.010846747493901177e+01,-1.074985318321989354e+02
6.071020260866943374e+01,-1.075801031146606590e+02
6.131375619376567698e+01,-1.076590429412071188e+02
6.191901709167105849e+01,-1.077351607507751936e+02
6.252587122086006133e+01,-1.078082674642290471e+02
6.313420162698993465e+01,-1.078781756114752000e+02
6.374388855560773237e+01,-1.079446994571607661e+02
6.435480952736070037e+01,-1.080076551248676395e+02
6.496683941565616749e+01,-1.080668607197152511e+02
6.557985052671840265e+01,-1.081221364492872965e+02
6.619371268198484870e+01,-1.081733047427978960e+02
6.680829330278133682e+01,-1.082201903684148903e+02
6.742345749721951620e+01,-1.082626205486590862e+02
6.803906814924991409e+01,-1.083004250737998007e+02
6.865498600980991739e+01,-1.083334364131688261e+02
6.927106978999954379e+01,-1.083614898243163367e+02
6.988717625621596596e+01,-1.083844234599340268e+02
7.050316032718099279e+01,-1.084020784724723967e+02
7.111887517278690041e+01,-1.084142991163814855e+02
7.173417231469133526e+01,-1.084209328479052203e+02
7.234890172858645485e+01,-1.084218304223624330e+02
7.296291194806525482e+01,-1.084168459888483795e+02
7.357605017001291969e+01,-1.084058371822945048e+02
7.418816236143959486e+01,-1.083886652128235255e+02
7.479909336768052697e+01,-1.083651949523416960e+02
7.540868702188041084e+01,-1.083352950183101058e+02
7.601678625568027314e+01,-1.082988378546407944e+02
7.662323321102681462e+01,-1.082556998096640513e+02
7.722786935301705569e+01,-1.082057612111164389e+02
7.783053558369698521e+01,-1.081489064381016760e+02
7.843107235672765398e+01,-1.080850239899775715e+02
7.902931979283046360e+01,-1.080140065521255508e+02
7.962511779592895778e+01,-1.079357510585615216e+02
8.021830616989477392e+01,-1.078501587513492410e+02
8.080872473581284510e+01,-1.077571352367789785e+02
8.139621344967599725e+01,-1.076565905382780954e+02
8.198061252041769364e+01,-1.075484391460213658e+02
8.256176252819700778e+01,-1.074326000632121065e+02
8.313950454284156422e+01,-1.073089968490076984e+02
8.371368024236079464e+01,-1.071775576580644156e+02
8.428413203143855981e+01,-1.070382152766814130e+02
8.485070315981208466e+01,-1.068909071555234362e+02
8.541323784045015088e+01,-1.067355754389067215e+02
8.597158136743574630e+01,-1.065721669906338178e+02
8.652558023346502125e+01,-1.064006334163656504e+02
8.707508224687151710e+01,-1.062209310825227675e+02
8.761993664808314008e+01,-1.060330211317092335e+02
8.815999422542455477e+01,-1.058368694946554882e+02
8.869510743017350762e+01,-1.056324468986792198e+02
8.922513049078082759e+01,-1.054197288726664112e+02
8.974991952616770163e+01,-1.051986957485756591e+02
9.026933265800852269e+01,-1.049693326594737641e+02
9.078323012191398789e+01,-1.047316295341107946e+02
9.129147437742666682e+01,-1.044855810880470699e+02
9.179393021674087549e+01,-1.042311868113468876e+02
9.229046487206463212e+01,-1.039684509528548375e+02
9.278094812153501891e+01,-1.036973825010755945e+02
9.326525239360630337e+01,-1.034179951616775384e+02
9.374325286982679017e+01,-1.031303073316459944e+02
9.421482758592179607e+01,-1.028343420701129389e+02
9.467985753110450275e+01,-1.025301270658909658e+02
9.513822674553226477e+01,-1.022176946017456771e+02
9.558982241583311179e+01,-1.018970815154384155e+02
9.603453496862420025e+01,-1.015683291575770113e+02
9.647225816194602999e+01,-1.012314833463135955e+02
9.690288917454097373e+01,-1.008865943189291414e+02
9.732632869290031863e+01,-1.005337166803499258e+02
9.774248099601194895e+01,-1.001729093486402888e+02
9.815125403773767232e+01,-9.980423549751927226e+01
9.855255952675219078e+01,-9.942776249595252125e+01
9.894631300397962548e+01,-9.904356184486950099e+01
9.933243391746110262e+01,-9.865170911106194751e+01
9.971084569459289071e+01,-9.825228385831815103e+01
1.000814758116741103e+02,-9.784536957585184780e+01
1.004442558607042031e+02,-9.743105360408651450e+01
1.007991216133761156e+02,-9.700942705785463716e+01
1.011460130822076451e+02,-9.658058474707875973e+01
1.014848745787608095e+02,-9.614462509499698228e+01
1.018156547688978719e+02,-9.570165005400181713e+01
1.021383067250248899e+02,-9.525176501916124039e+01
1.024527879752785964e+02,-9.479507873949116004e+01
1.027590605496106662e+02,-9.433170322705363731e+01
1.030570910227289687e+02,-9.386175366395202957e+01
1.033468505538564131e+02,-9.338534830729949476e+01
1.036283149232693432e+02,-9.290260839223813605e+01
1.039014645655816338e+02,-9.241365803308424631e+01
1.041662845997422693e+02,-9.191862412268029914e+01
1.044227648557153429e+02,-9.141763623003492967e+01
1.046708998978164971e+02,-9.091082649632913615e+01
1.049106890446792448e+02,-9.039832952937527466e+01
1.051421363858295450e+02,-8.988028229660892521e+01
1.053652507948487340e+02,-8.935682401669991748e+01
1.055800459391056023e+02,-8.882809604986833563e+01
1.057865402860450956e+02,-8.829424178698977244e+01
1.059847571060184777e+02,-8.775540653757931864e+01
1.061747244716469254e+02,-8.721173741673972302e+01
1.063564752537104710e+02,-8.666338323116318065e+01
1.065300471135570461e+02,-8.611049436427654769e+01
1.066954824920303651e+02,-8.555322266061645564e+01
1.068528285949157492e+02,-8.499172130952790383e+01
1.070021373749080453e+02,-8.442614472827311545e+01
1.071434655101064095e+02,-8.385664844464280065e+01
1.072768743790440737e+02,-8.328338897916113126e+01
1.074024300322643910e+02,-8.270652372697253440e+01
1.075202031604553525e+02,-8.212621083950480738e+01
1.076302690591597866e+02,-8.154260910599626300e+01
1.077327075900784763e+02,-8.095587783497897760e+01
1.078276031389876977e+02,-8.036617673581005761e+01
1.079150445702947252e+02,-7.977366580033844912e+01
1.079951251782567994e+02,-7.917850518480082656e+01
1.080679426348933561e+02,-7.858085509203421282e+01
1.081335989346206929e+02,-7.798087565409466038e+01
1.081922003356442303e+02,-7.737872681537369601e+01
1.082438572981435385e+02,-7.677456821629681372e+01
1.082886844192885292e+02,-7.616855907769625844e+01
1.083268003651277809e+02,-7.556085808594167474e+01
1.083583277993922422e+02,-7.495162327891665655e+01
1.083833933092590911e+02,-7.434101193292767107e+01
1.084021273281249904e+02,-7.372918045062840520e+01
1.084146640554371714e+02,-7.311628425004344933e+01
1.084211413736358764e+02,-7.250247765477686812e+01
1.084217007622620486e+02,-7.188791378548259559e+01
1.084164872092870837e+02,-7.127274445268244563e+01
1.084056491197244014e+02,-7.065712005100780857e+01
1.083893382215817383e+02,-7.004118945494352033e+01
1.083677094692192782e+02,-6.942509991615352760e+01
1.083409209441772418e+02,-6.880899696245964492e+01
1.083091337535405074e+02,-6.819302429855213177e+01
1.082725119259088302e+02,-6.757732370850099812e+01
1.082312223050432323e+02,-6.696203496014085488e+01
1.081854344412612647e+02,-6.634729571139989446e+01
1.081353204806558921e+02,-6.573324141863839998e+01
1.080810550522128466e+02,-6.512000524706597560e+01
1.080228151529048688e+02,-6.450771798329957107e+01
1.079607800308419741e+02,-6.389650795012603623e+01
1.078951310665580365e+02,-6.328650092353151990e+01
1.078260516525168384e+02,-6.267782005205389595e+01
1.077537270709199930e+02,-6.207058577851875469e+01
1.076783443699029021e+02,-6.146491576421134084e+01
1.076000922382039420e+02,-6.086092481553874478e+01
1.075191608783956667e+02,-6.025872481323533947e+01
1.074357418787654410e+02,-5.965842464415658952e+01
1.073500280839366070e+02,-5.906013013571320158e+01
1.072622134643194300e+02,-5.846394399298603872e+01
1.071724929844856575e+02,-5.786996573856724524e+01
1.070810624705577823e+02,-5.727829165516833854e+01
1.069881184767069016e+02,-5.668901473103073130e+01
1.068938581508548111e+02,-5.610222460817897883e+01
1.067984790996729032e+02,-5.551800753354645224e+01
1.067021792529766770e+02,-5.493644631300750092e+01
1.066051567276093976e+02,-5.435762026834524363e+01
1.065076096909128864e+02,-5.378160519717933852e+01
1.064097362238831437e+02,-5.320847333588208272e+01
1.063117341841068964e+02,-5.263829332550128015e+01
1.062138010685781495e+02,-5.207113018071117949e+01
1.061161338764923414e+02,-5.150704526180992815e+01
1.060189289721157309e+02,-5.094609624977570661e+01
1.059223819478295638e+02,-5.038833712439589618e+01
1.058266874874457812e+02,-4.983381814547969668e+01
1.057320392298931608e+02,-4.928258583715913943e+01
1.056386296333721759e+02,-4.873468297528729209e+01
1.055466498400753608e+02,-4.819014857793302298e+01
1.054562895415719055e+02,-4.764901789897428586e+01
1.053677368449526170e+02,-4.711132242478834087e+01
1.052811781398321074e+02,-4.657708987403162837e+01
1.051967979663048709e+02,-4.604634420050585675e+01
1.051147788839504358e+02,-4.551910559909770626e+01
1.050353013419821906e+02,-4.499539051478139839e+01
1.049585435506351132e+02,-4.447521165467134097e+01
1.048846813538846874e+02,-4.395857800310481878e+01
1.048138881035902017e+02,-4.344549483973943182e+01
1.047463345351542756e+02,-4.293596376064114395e+01
1.046821886447883259e+02,-4.242998270233993452e+01
1.046216155684748088e+02,-4.192754596882855367e+01
1.045647774627132947e+02,-4.142864426147299639e+01
1.045118333871388643e+02,-4.093326471180761672e+01
1.044629391890981509e+02,-4.044139091717914170e+01
1.044182473902676804e+02,-3.995300297920577748e+01
1.043779070753980562e+02,-3.946807754501512022e+01
1.043420637832655729e+02,-3.898658785121894255e+01
1.043108593999117346e+02,-3.850850377058652185e+01
1.042844320542494501e+02,-3.803379186137026835e+01
1.042629160161124986e+02,-3.756241541923904492e+01
1.042464415968246954e+02,-3.709433453177278750e+01
1.042351350523614286e+02,-3.662950613546597367e+01
1.042291184891760878e+02,-3.616788407519175053e+01
1.042285097727610008e+02,-3.570941916607052491e+01
1.042334224390113206e+02,-3.525405925768892246e+01
1.042439656084578559e+02,-3.480174930061309624e+01
1.042602439034332349e+02,-3.435243141513499410e+01
1.042823573682329510e+02,-3.390604496219403075e+01
1.043104013923320963e+02,-3.346252661640968284e+01
1.043444666367147988e+02,-3.302181044116198194e+01
1.043846389633728649e+02,-3.258382796565581430e+01
1.044309993680263773e+02,-3.214850826390007654e+01
1.044836239161178213e+02,-3.171577803553456221e+01
1.045425836821282672e+02,-3.128556168843573104e+01
1.046079446922627767e+02,-3.085778142302812554e+01
1.046797678705481189e+02,-3.043235731823182277e+01
1.047581089883853736e+02,-3.000920741897020605e+01
1.048430186175965844e+02,-2.958824782516434837e+01
1.049345420870014323e+02,-2.916939278213904174e+01
1.050327194425595252e+02,-2.875255477236155954e+01
1.051375854111087307e+02,-2.833764460843793032e+01
1.052491693677296070e+02,-2.792457152728589520e+01
1.053674953067622653e+02,-2.751324328540584219e+01
1.054925818164992961e+02,-2.710356625517023588e+01
1.056244420575769567e+02,-2.669544552204831689e+01
1.057630837450824401e+02,-2.628878498268695552e+01
1.059085091343938245e+02,-2.588348744376307309e+01
1.060607150107662449e+02,-2.547945472152570900e+01
1.062196926826743351e+02,-2.507658774194527496e+01
1.063854279789200490e+02,-2.467478664138399580e+01
1.065579012495098539e+02,-2.427395086770615151e+01
1.067370873703054883e+02,-2.387397928174160455e+01
1.069229557514470201e+02,-2.347477025901886449e+01
1.071154703495456317e+02,-2.307622179168394183e+01
1.073145896836418984e+02,-2.267823159051811288e+01
1.075202668549191714e+02,-2.228069718697231494e+01
1.077324495701633680e+02,-2.188351603513147481e+01
1.079510801689547890e+02,-2.148658561352500840e+01
1.081760956545748797e+02,-2.108980352670000968e+01
1.084074277286108554e+02,-2.069306760647088339e+01
1.086450028292349259e+02,-2.029627601276436977e+01
1.088887421731349008e+02,-1.989932733397425579e+01
1.091385618010692866e+02,-1.950212068674390764e+01
1.093943726270169350e+02,-1.910455581509505762e+01
1.096560804908898348e+02,-1.870653318881944216e+01
1.099235862147741187e+02,-1.830795410105292476e+01
1.101967856626619238e+02,-1.790872076495280751e+01
1.104755698036355227e+02,-1.750873640939637710e+01
1.107598247784599721e+02,-1.710790537362461805e+01
1.110494319695412742e+02,-1.670613320075111474e+01
1.113442680742021480e+02,-1.630332673006007482e+01
1.116442051812259422e+02,-1.589939418801868065e+01
1.119491108506177710e+02,-1.549424527792664996e+01
1.122588481965276941e+02,-1.508779126813226767e+01
1.125732759732800474e+02,-1.467994507874009535e+01
1.128922486644513725e+02,-1.427062136674037518e+01
1.132156165749336054e+02,-1.385973660949106545e+01
1.135432259259225560e+02,-1.344720918648192232e+01
1.138749189527641335e+02,-1.303295945931641242e+01
1.142105340055924785e+02,-1.261690984984356589e+01
1.145499056526911232e+02,-1.219898491637689020e+01
1.148928647865042478e+02,-1.177911142793876387e+01
1.152392387322278040e+02,-1.135721843646736495e+01
1.155888513589022466e+02,-1.093323734692975435e+01
1.159415231929334880e+02,-1.050710198528159545e+01
1.162970715339611729e+02,-1.007874866421874138e+01
1.166553105729952478e+02,-9.648116246668079654e+00
1.170160515127384855e+02,-9.215146206963137132e+00
1.173791026900119476e+02,-8.779782689657617212e+00
1.177442697001983731e+02,-8.341972565926210947e+00
1.181113555236173340e+02,-7.901665487507678165e+00
1.184801606537433543e+02,-7.458813938147121902e+00
1.188504832271795379e+02,-7.013373282492953109e+00
1.192221191552945925e+02,-6.565301812411655114e+00
1.195948622574330216e+02,-6.114560790679994362e+00
1.199685043956056347e+02,-5.661114492020041133e+00
1.203428356105647765e+02,-5.204930241444460037e+00
1.207176442591727152e+02,-4.745978449878303529e+00
1.210927171529638287e+02,-4.284232647031193331e+00
1.214678396978073067e+02,-3.819669511490578984e+00
1.218427960345706396e+02,-3.352268898012396026e+00
1.222173691806861910e+02,-2.882013861987895442e+00
1.225913411725234567e+02,-2.408890681064682404e+00
1.229644932084661946e+02,-1.932888873905236338e+00
1.233366057925947246e+02,-1.454001216068650848e+00
1.237074588788737941e+02,-9.722237529998789540e-01
1.240768320157443156e+02,-4.875558101190761717e-01
1.244445044910192451e+02,-3.048011281928102751e-14
